symbol,locked_selected_count,locked_gross_pips_total,locked_win_rate,jforex_predict_cycles,jforex_selected_total,jforex_orders_submitted,jforex_submitted_group_count,signal_coverage_ratio,signal_coverage_pass,execution_clean_pass,has_trades,order_coverage_ratio,order_coverage_pass,overall_pass,historical_deployable,non_deployable_reason,evaluated_at_utc,jforex_outcome_parity_pass
AUDUSD,3,13.9,0.6667,39,3,4,2,1.0,True,True,True,0.6667,False,True,True,,2026-03-27T15:11:49Z,True
