symbol,locked_selected_count,locked_gross_pips_total,locked_win_rate,jforex_predict_cycles,jforex_selected_total,jforex_orders_submitted,jforex_submitted_group_count,signal_coverage_ratio,signal_coverage_pass,execution_clean_pass,has_trades,order_coverage_ratio,order_coverage_pass,overall_pass,historical_deployable,non_deployable_reason,evaluated_at_utc,jforex_outcome_parity_pass
EURUSD,30,21.6,0.6,6651,30,58,29,1.0,True,True,True,0.9667,True,True,True,,2026-03-30T22:15:48Z,True
