feature,importance
cost_est_pips,16.137745035953326
hour_utc,11.438793988891495
tick_rate_z,10.267472435586827
hl_pos_frac_mean_24,9.91726904720524
spread_z,9.46824795841396
range_pips,7.797052255570472
hl_first_mean_24,6.511809766129489
ret_abs_z,5.958476697171851
ret_z,5.528183511905285
vel_abs_cost_units_h1,4.592676131027785
ret1_pips,4.454565679297493
vel_cost_units_h1,3.83646775462814
barrier_pips,2.5907369489718843
horizon,1.3358763183058522
bar_ticks,0.16462647094090613
hl_first,0.0
