year_month,trades,win_rate,mean_pnl,total_pnl,max_dd,sharpe,sharpe_active,sharpe_trade,variant,strategy_type
2021-05,139,54.67625899280576,46.26115107913669,6430.299999999999,-1649.6800000000012,5.935913438923685,6.176911609189472,11.021868321792224,loss_streak_3_14d,MOM
2021-06,165,65.45454545454545,104.30739393939392,17210.719999999998,-2602.080000000001,10.473062103065406,11.304824426618787,17.705225024503555,loss_streak_3_14d,MOM
2021-07,146,52.73972602739726,41.71801369863014,6090.83,-1075.6600000000026,6.836502700728174,7.1073105356483905,7.961772752429747,loss_streak_3_14d,MOM
2021-08,83,24.096385542168676,-66.39313253012048,-5510.63,-5690.759999999999,-9.065894038578838,-9.34504851164146,-18.308325631783944,loss_streak_3_14d,MOM
2021-09,142,51.40845070422535,-2.736197183098592,-388.5400000000001,-2571.5899999999992,-0.34469292481911784,-0.36929002412524586,-0.6506844293144839,loss_streak_3_14d,MOM
2021-10,211,78.19905213270142,92.99113744075828,19621.129999999997,-1770.7300000000014,7.5387332770848845,8.20071697480703,26.19579400432743,loss_streak_3_14d,MOM
2021-11,162,62.96296296296296,48.269999999999996,7819.74,-753.8500000000004,7.5110213998858875,7.5110213998858875,12.98944017853531,loss_streak_3_14d,MOM
2021-12,114,52.63157894736842,-4.716929824561405,-537.7300000000002,-2598.2999999999997,-0.5445561713136389,-0.5821109675506323,-0.8535901188072841,loss_streak_3_14d,MOM
2022-01,172,51.74418604651163,1.2149418604651152,208.9699999999998,-6612.500000000001,0.1571930448863105,0.15970292505501288,0.25982478938800885,loss_streak_3_14d,MOM
2022-02,106,53.77358490566038,141.1924528301887,14966.400000000001,-1629.1499999999999,7.848831660383455,8.873081983196123,11.153126177517676,loss_streak_3_14d,MOM
2022-03,157,57.324840764331206,45.00707006369427,7066.110000000001,-7522.169999999999,2.3068038568248106,2.672696245099141,6.449099992318153,loss_streak_3_14d,MOM
2022-04,116,52.58620689655172,42.159396551724136,4890.49,-7408.140000000001,2.6025457428067496,2.9072876737011604,4.575550934692912,loss_streak_3_14d,MOM
2022-05,154,70.12987012987013,100.83168831168831,15528.08,-1681.0499999999975,6.463293376838548,6.851744350707022,14.113415025792245,loss_streak_3_14d,MOM
2022-06,135,52.59259259259259,63.340888888888905,8551.020000000002,-4093.12,3.823753734907418,4.036343170365541,9.309323634439602,loss_streak_3_14d,MOM
2022-07,117,58.119658119658126,116.19333333333333,13594.619999999999,-3508.0800000000017,7.444983117056808,8.286406771544478,13.88160796151241,loss_streak_3_14d,MOM
2022-08,118,58.47457627118644,84.16093220338983,9930.99,-1328.9299999999996,6.521755533559535,7.220551002761797,12.19150254015861,loss_streak_3_14d,MOM
2022-09,168,58.92857142857143,23.798333333333332,3998.12,-4767.209999999999,2.223219622219264,2.3416265717426663,3.8971198868539374,loss_streak_3_14d,MOM
2022-10,138,55.79710144927537,97.83905797101451,13501.790000000003,-2926.83,7.296808022208376,7.592930942048615,9.551450012568042,loss_streak_3_14d,MOM
2022-11,164,71.95121951219512,149.07146341463417,24447.72,-1662.0199999999968,9.30010899134506,9.983283545709511,26.65152244103723,loss_streak_3_14d,MOM
2022-12,129,52.71317829457365,41.05100775193798,5295.58,-3461.4999999999973,3.670648145503885,3.866846275606997,5.1066091117696875,loss_streak_3_14d,MOM
2023-01,160,63.74999999999999,88.0035,14080.560000000001,-1826.6299999999956,5.299694903210915,5.833269882087635,15.494869357438505,loss_streak_3_14d,MOM
2023-02,134,76.11940298507463,162.78104477611942,21812.66,-696.97,10.007128398020043,10.538467885504122,23.817119929031787,loss_streak_3_14d,MOM
2023-03,126,62.698412698412696,12.941190476190481,1630.5900000000006,-2088.31,2.3721047911354076,2.3721047911354076,2.1800747062396577,loss_streak_3_14d,MOM
2023-04,79,58.22784810126582,107.6820253164557,8506.88,-930.5999999999967,8.967632911580287,9.167843576034876,9.669396805746311,loss_streak_3_14d,MOM
2023-05,75,53.333333333333336,52.38853333333333,3929.1399999999994,-1450.9600000000005,4.20648702433146,4.7065304498037674,4.875844701902646,loss_streak_3_14d,MOM
2023-06,88,55.68181818181818,14.671250000000002,1291.0700000000002,-1895.88,2.0801702148316292,2.231577721214085,2.582127853019111,loss_streak_3_14d,MOM
2023-07,73,28.767123287671232,-117.80767123287673,-8599.960000000001,-8524.890000000001,-14.815028757091248,-17.8622733426087,-20.54729000682381,loss_streak_3_14d,MOM
2023-08,95,60.0,37.124210526315785,3526.7999999999993,-1795.5,4.5319029853974255,5.275431458330203,10.217343448169311,loss_streak_3_14d,MOM
2023-09,137,51.82481751824818,-8.700000000000006,-1191.9000000000008,-3351.210000000001,-1.210173489755899,-1.321894383299448,-2.2706871186312245,loss_streak_3_14d,MOM
2023-10,143,48.95104895104895,-16.67153846153846,-2384.0299999999997,-3171.649999999999,-3.079896804194888,-3.4319383445469165,-5.0619187773401055,loss_streak_3_14d,MOM
2023-11,114,53.50877192982456,616.2835087719299,70256.32,-3967.8600000000006,7.259188489643904,7.406571080755157,6.980192995632118,loss_streak_3_14d,MOM
2023-12,199,65.32663316582915,143.6088944723618,28578.17,-1971.719999999994,5.423720687489168,5.9729865789515335,6.701444197679645,loss_streak_3_14d,MOM
2024-01,183,73.224043715847,106.12131147540983,19420.199999999997,-704.9600000000028,10.158000162250563,11.299282158574396,24.051555047481532,loss_streak_3_14d,MOM
2024-02,100,50.0,-1.4742000000000013,-147.42000000000013,-2833.3599999999997,-0.2111270168341579,-0.23121912735749287,-0.2884630765826318,loss_streak_3_14d,MOM
2024-03,133,49.62406015037594,30.3515037593985,4036.7500000000005,-3618.3599999999974,3.023677516822083,3.3687189166562344,5.99830579072005,loss_streak_3_14d,MOM
2024-04,124,47.58064516129033,12.59798387096774,1562.1499999999996,-2551.2300000000005,1.7791701768578008,1.8765465535299126,2.8324249992338815,loss_streak_3_14d,MOM
2024-05,93,53.76344086021505,79.92397849462365,7432.929999999999,-1658.0700000000015,4.974832254590045,5.468345356907268,7.513577577190533,loss_streak_3_14d,MOM
2024-06,150,54.666666666666664,34.03173333333334,5104.760000000001,-4429.579999999999,4.430412797263944,4.509741550426564,6.649246336106923,loss_streak_3_14d,MOM
2024-07,183,71.03825136612022,110.43863387978142,20210.27,-1984.5800000000013,6.470374838994376,7.025335742091452,19.444549977307943,loss_streak_3_14d,MOM
2024-08,223,67.2645739910314,133.26004484304934,29716.99,-3012.0300000000025,6.909410486218942,7.6660435828971805,22.46412284735401,loss_streak_3_14d,MOM
2024-09,80,21.25,-60.242125,-4819.37,-4754.469999999999,-7.644569422823264,-8.009770269952055,-11.796807946489082,loss_streak_3_14d,MOM
2024-10,128,61.71875,40.940546874999995,5240.389999999999,-2865.6699999999996,3.743742303575238,4.097481333814572,7.8055218513854,loss_streak_3_14d,MOM
2024-11,127,47.24409448818898,11.141811023622047,1415.01,-3439.83,1.2204509107180928,1.2634576794052055,2.0985611434083022,loss_streak_3_14d,MOM
2024-12,163,65.03067484662577,85.37159509202452,13915.569999999998,-1681.8400000000004,9.531782239811806,9.972598964939985,17.00262016418444,loss_streak_3_14d,MOM
2025-01,154,66.23376623376623,76.66805194805194,11806.88,-1059.73,6.130646705572488,6.365151470606686,15.017102914737274,loss_streak_3_14d,MOM
2025-02,145,65.51724137931035,133.28310344827588,19326.050000000003,-2342.1500000000015,9.922026117758202,9.922026117758202,13.877713573204877,loss_streak_3_14d,MOM
2025-03,118,50.847457627118644,253.06372881355932,29861.52,-4554.0,7.953840437070448,8.725463306286661,14.703996287190929,loss_streak_3_14d,MOM
2025-04,159,72.95597484276729,129.754213836478,20630.92,-7790.859999999999,6.387636254802645,7.339763715826385,14.339048468398717,loss_streak_3_14d,MOM
2025-05,115,48.69565217391305,11.402173913043482,1311.2500000000005,-5573.9299999999985,0.6558500128926763,0.7160924567209633,1.4199157656457384,loss_streak_3_14d,MOM
2025-06,109,40.36697247706422,-12.563761467889911,-1369.4500000000003,-3046.1099999999997,-1.9984058087194583,-2.192295812971672,-3.680072036865883,loss_streak_3_14d,MOM
2025-07,94,34.04255319148936,-47.309255319148924,-4447.069999999999,-5289.11,-7.331645418258278,-7.793203902906905,-10.178302148374481,loss_streak_3_14d,MOM
2025-08,105,37.142857142857146,-46.73742857142857,-4907.43,-5228.980000000003,-6.801779381747369,-7.914738082773477,-10.858351818874867,loss_streak_3_14d,MOM
2025-09,159,63.52201257861635,42.792893081761,6804.07,-2231.83,6.2089445740941915,6.887945632626744,13.59362890258272,loss_streak_3_14d,MOM
2025-10,147,50.34013605442177,40.15571428571428,5902.889999999999,-1636.75,4.80830758486997,5.085568165153081,7.719641080987074,loss_streak_3_14d,MOM
2025-11,98,20.408163265306122,-82.65602040816327,-8100.29,-7927.94,-10.781106024823817,-12.442244710353302,-18.988019780428065,loss_streak_3_14d,MOM
2025-12,20,45.0,5.386499999999996,107.72999999999993,-902.5899999999999,0.3969777497756173,0.5395682683416394,0.9025115030708727,loss_streak_3_14d,MOM
2018-02,49,36.734693877551024,-28.098979591836727,-1376.8499999999997,-1734.0900000000001,-3.465093630634899,-4.219068475585115,-6.218826770412965,baseline,REV
2018-03,54,66.66666666666666,60.50574074074074,3267.31,-472.1899999999998,11.336921554194175,15.288887509298782,12.816152721739165,baseline,REV
2018-04,52,30.76923076923077,-159.71249999999998,-8305.05,-9226.189999999999,-12.076024742941613,-16.044350861966237,-13.000736613285584,baseline,REV
2018-05,65,47.69230769230769,5.64569230769231,366.97000000000014,-1934.0500000000002,0.6950727640342246,0.8025360002348974,0.8650542491161897,baseline,REV
2018-06,55,36.36363636363637,-17.746363636363633,-976.0499999999998,-2576.13,-1.4114318917390385,-1.8060145754039643,-2.9450718532422084,baseline,REV
2018-07,41,56.09756097560976,4.007560975609758,164.3100000000001,-874.58,0.5519854249021575,0.7046654282312803,0.8320273880505514,baseline,REV
2018-08,31,77.41935483870968,76.84806451612904,2382.2900000000004,-268.3000000000002,7.806901510442712,11.604797488448531,17.0904901030946,baseline,REV
2018-09,47,72.3404255319149,54.51787234042553,2562.3399999999997,-590.24,4.910599574344274,6.360222586606509,10.709363570707149,baseline,REV
2018-10,58,62.06896551724138,4.928965517241381,285.8800000000001,-1253.9099999999999,0.6613219471393906,0.7960804150052283,1.3082976161012294,baseline,REV
2018-11,24,54.166666666666664,-40.67916666666667,-976.3,-2119.3,-2.0443559436121523,-3.18900611774269,-3.325594638202761,baseline,REV
2018-12,49,46.93877551020408,-52.76408163265306,-2585.44,-5122.81,-2.514626548825739,-2.9804180753497307,-5.7268023339283705,baseline,REV
2019-01,56,53.57142857142857,48.065178571428575,2691.65,-647.8100000000001,5.158978213579759,6.222568272178218,6.769057954653159,baseline,REV
2019-02,18,66.66666666666666,66.75222222222222,1201.54,-211.54,5.588271972685722,8.86702670684946,16.041936999329046,baseline,REV
2019-03,63,53.96825396825397,30.27936507936508,1907.6,-829.99,3.435111638108923,4.0904424806280915,5.856163695509635,baseline,REV
2019-04,36,44.44444444444444,3.663333333333333,131.88,-914.6300000000001,0.6105082074393314,0.7744517165536225,1.0406380361911132,baseline,REV
2019-05,69,42.028985507246375,-39.40971014492754,-2719.27,-4308.019999999999,-3.281708127804603,-3.9307165600742193,-5.805723730652753,baseline,REV
2019-06,53,50.943396226415096,-15.206415094339624,-805.94,-2218.66,-1.8553673015944516,-2.171291448932775,-2.7694048527367463,baseline,REV
2019-07,49,48.97959183673469,25.936530612244894,1270.8899999999999,-601.46,3.196741429200887,3.9895010446224486,6.227479079681916,baseline,REV
2019-08,56,28.57142857142857,-84.1194642857143,-4710.6900000000005,-5192.49,-6.78538399207567,-9.616256515019654,-17.431533484711977,baseline,REV
2019-09,49,57.14285714285714,-7.1200000000000045,-348.8800000000002,-1680.1599999999996,-0.5951852438811435,-0.7063264826180347,-0.7169670324979955,baseline,REV
2019-10,36,77.77777777777779,81.73527777777778,2942.4700000000003,-832.1299999999997,5.014066082497848,7.063801516436597,10.870433721963627,baseline,REV
2019-11,31,77.41935483870968,58.100967741935484,1801.13,-429.02000000000004,5.952692774973005,7.781167067686538,10.639080889669252,baseline,REV
2019-12,52,32.69230769230769,-38.034807692307695,-1977.81,-2341.4799999999996,-4.904798758761698,-5.657879410271233,-8.27897610404635,baseline,REV
2020-01,48,62.5,14.683958333333331,704.8299999999999,-887.07,1.6000830413893392,1.8502119707155402,2.290336258682217,baseline,REV
2020-02,67,46.26865671641791,-17.505820895522387,-1172.8899999999999,-2080.02,-1.7485944294675162,-2.0457182307801056,-2.633264689608221,baseline,REV
2020-03,129,27.131782945736433,-163.92116279069768,-21145.83,-22615.96999999999,-10.72526416842094,-11.591943812633637,-14.218472461224453,baseline,REV
2020-04,12,75.0,128.00416666666666,1536.05,-354.84000000000003,4.343412817281691,11.341635584053789,15.006779565973236,baseline,REV
