trades,other_dominant_rate,ratio_other_mean,ratio_other_p50,ratio_other_p80,ratio_other_gt_0_6,pnl_gap_mean,pnl_gap_p95
221217,0.5204437271999891,0.5106075339873981,0.5150971986464383,0.7550117494735654,0.3838086584665735,0.03583929543777251,0.0048097085003441006
