session,trades,win_rate,mean_pnl,total_pnl,max_dd,sharpe,sharpe_active,sharpe_trade,variant
Asia,4785,47.98328108672936,-3.257009404388715,-15584.79,-23567.419999999966,-0.4514846511409362,-0.5494371407182328,-0.6649813048690613,baseline
Late,1667,46.190761847630476,-3.9907378524295134,-6652.559999999999,-9077.360000000006,-0.4027715187064286,-0.6414229341117454,-0.667496872230775,baseline
London,6684,48.41412327947337,-4.262064631956912,-28487.64,-32354.01000000003,-0.7507613503960472,-0.8425575831116799,-1.0665549954041997,baseline
New_York,4916,49.064279902359644,-3.351877542717656,-16477.829999999998,-20611.310000000012,-0.5605522286731724,-0.6712082236717799,-0.7688083890641039,baseline
Asia,3375,51.733333333333334,4.080248888888889,13770.839999999998,-6618.319999999999,0.5222661614625888,0.6912334934753316,0.7953334466980252,loss_streak_3_14d
Late,1148,50.34843205574913,6.142334494773519,7051.4,-3122.070000000001,0.5262525445290887,0.9610951537688749,1.000470146466422,loss_streak_3_14d
London,4802,50.624739691795085,-0.4239025406080804,-2035.5800000000022,-13894.200000000004,-0.06791067479405365,-0.08049180368983068,-0.09694115864658445,loss_streak_3_14d
New_York,3341,52.34959592936247,2.938566297515714,9817.75,-6219.900000000001,0.40222690313328896,0.5258167813264565,0.5965105448385873,loss_streak_3_14d
