variant,strategy_type,trades,win_rate,mean_pnl,total_pnl,max_dd,sharpe,sharpe_active,sharpe_trade
baseline,MOM,221217,44.428321512361165,0.8667784121473487,191746.12000000005,-68685.17000000039,0.3760086851783454,0.37867719019955237,0.6757883111919579
loss_streak_3_14d,MOM,34959,57.02966331988901,13.654056180096683,477332.14999999997,-6030.039999999863,4.068679424484021,4.424394914764267,11.509592781736599
baseline,REV,55693,49.465821557466825,-1.1651315246081195,-64889.67,-81943.89000000014,-0.30746972774879355,-0.31735090043992914,-0.3440537693801747
loss_streak_3_14d,REV,25052,51.31726009899409,0.5477558677949866,13722.380000000005,-57246.44000000001,0.070188382628585,0.0748444714602692,0.07662753929290288
