variant,strategy_type,trades,win_rate,mean_pnl,total_pnl,max_dd,sharpe,sharpe_active,sharpe_trade
baseline,MOM,36475,44.6223440712817,3.80184372858122,138672.25,-56143.30999999985,0.5513553688941635,0.5564735743455054,1.1500814003067354
loss_streak_3_14d,MOM,19487,57.576846102529885,40.050267357725666,780459.56,-7998.619999999879,3.788529359581469,3.96847215765286,7.889052456495299
baseline,REV,36475,55.32556545579163,-3.80184372858122,-138672.25,-233268.6799999998,-0.5513553688941635,-0.5564735743455054,-1.1500814003067354
loss_streak_3_14d,REV,20267,65.96930971530074,22.991180737158928,465962.26,-32580.219999999565,2.828728711009771,2.9442013931520696,4.938588738870201
