trades,other_dominant_rate,ratio_other_mean,ratio_other_p50,ratio_other_p80,ratio_other_gt_0_6,pnl_gap_mean,pnl_gap_p95
73629,0.5199038422360754,0.5119266013740096,0.5138391254283567,0.7503878922937745,0.3795786986106018,0.06222454969436396,0.0048129203704760926
