trades,delta_mean,delta_median,delta_p80,delta_p95,delta_gt_5,delta_gt_10,delta_gt_20
221217,14.283178033659025,7.650580849443145,20.96075453881241,51.464967430402844,0.6156669695366993,0.4184850169742832,0.21255599705266776
