year_month,trades,win_rate,mean_pnl,total_pnl,max_dd,sharpe,sharpe_active,sharpe_trade,variant,strategy_type
2018-01,2130,43.051643192488264,0.7453004694835682,1587.4900000000002,-7341.009999999994,0.4356229636057708,0.44305704533660656,2.286880688021048,baseline,MOM
2018-02,2176,50.45955882352941,8.54039981617647,18583.909999999996,-6752.4,6.132981450551055,6.132981450551055,14.28957021633228,baseline,MOM
2018-03,2403,45.56803995006242,2.847565543071161,6842.7,-5207.219999999996,2.3583019357950055,2.3583019357950055,5.998801663779338,baseline,MOM
2018-04,2165,40.739030023094685,-6.070323325635104,-13142.25,-16459.609999999986,-4.151578484287752,-4.151578484287752,-15.380791476737912,baseline,MOM
2018-05,2549,45.74342879560612,3.4883876029815615,8891.9,-7226.71000000001,2.447336850107775,2.4874273421574955,10.852947124266725,baseline,MOM
2018-06,2293,43.52376798953336,-3.870318360226777,-8874.64,-13611.650000000009,-4.035790036471607,-4.10707910411,-12.435019529830953,baseline,MOM
2018-07,2296,41.681184668989545,-1.0502264808362367,-2411.3199999999997,-5832.049999999998,-1.4831474710412285,-1.4831474710412285,-3.475469508744845,baseline,MOM
2018-08,2608,46.357361963190186,5.809942484662577,15152.330000000002,-5671.510000000004,6.206865137270652,6.206865137270652,17.024423565120067,baseline,MOM
2018-09,2220,45.94594594594595,1.7982702702702693,3992.159999999998,-6390.99,1.489645200977649,1.5144478938189028,6.059993289468902,baseline,MOM
2018-10,2349,38.91017454235845,-10.03399318859089,-23569.85,-25969.82000000004,-6.033706331663031,-6.033706331663031,-20.472091400257398,baseline,MOM
2018-11,2450,43.02040816326531,-4.776808163265306,-11703.18,-14169.499999999996,-4.396337890426683,-4.474960989004366,-12.871073262681213,baseline,MOM
2018-12,2118,43.05949008498583,52.529801699716714,111258.12,-16635.469999999943,2.851482731953319,2.851482731953319,4.06109003902685,baseline,MOM
2019-01,2405,45.40540540540541,4.534220374220374,10904.8,-11677.269999999971,3.1677865825003924,3.1677865825003924,10.875757701819966,baseline,MOM
2019-02,2230,44.843049327354265,1.5393273542600896,3432.7,-5190.769999999996,1.0796689666438632,1.0988243156405304,5.082674498305637,baseline,MOM
2019-03,2482,45.44721998388396,2.731841257050766,6780.430000000001,-5096.910000000009,2.3265322369127497,2.3265322369127497,9.052508567137563,baseline,MOM
2019-04,2409,36.65421336654213,-4.288497301784973,-10330.989999999998,-10307.760000000018,-6.428602968778875,-6.428602968778875,-21.034358942805603,baseline,MOM
2019-05,2397,40.67584480600751,-1.324789319983313,-3175.520000000001,-6401.700000000001,-1.544688100771267,-1.5696052515215415,-3.963241480622505,baseline,MOM
2019-06,2318,43.44262295081967,-0.975077653149266,-2260.2299999999987,-8308.689999999997,-0.8307022996765462,-0.8307022996765462,-2.8062831898663103,baseline,MOM
2019-07,2532,50.82938388625592,6.585620063191153,16674.79,-4457.239999999998,6.504435010266597,6.504435010266597,20.83736331736944,baseline,MOM
2019-08,2356,41.341256366723265,-1.292185908319184,-3044.3899999999976,-8855.32,-0.7730771255498083,-0.7730771255498083,-2.8405132833351825,baseline,MOM
2019-09,2224,41.906474820143885,0.965971223021583,2148.3200000000006,-14413.060000000007,0.6191510596156627,0.6191510596156627,2.413430870451529,baseline,MOM
2019-10,2654,43.971363978899774,0.4437264506405428,1177.6500000000005,-7764.270000000003,0.6076862238309432,0.6076862238309432,1.4335823510371393,baseline,MOM
2019-11,2374,39.55349620893008,-0.521516427969672,-1238.0800000000013,-8583.149999999996,-0.4625884048049297,-0.4625884048049297,-1.8689342940095068,baseline,MOM
2019-12,2270,51.18942731277533,7.000770925110132,15891.75,-2684.3300000000027,7.472065364896904,7.620490916016293,24.656565095027972,baseline,MOM
2020-01,2445,39.059304703476485,-3.629689161554192,-8874.59,-14364.520000000022,-3.4538315868873024,-3.4538315868873024,-10.408141281710199,baseline,MOM
2020-02,2507,49.461507778220984,8.443163143199042,21167.01,-7223.880000000005,5.0207949671367125,5.0207949671367125,15.935251741643714,baseline,MOM
2020-03,2290,44.75982532751092,-9.804301310043668,-22451.85,-28337.750000000004,-3.226458864577664,-3.280304347638872,-7.928178472599141,baseline,MOM
2020-04,2223,43.63472784525416,-4.1313675213675225,-9184.030000000002,-18326.669999999976,-1.480224656296153,-1.480224656296153,-5.673938921767338,baseline,MOM
2020-05,2344,48.37883959044368,5.9027943686006825,13836.15,-6967.71,3.284693579580494,3.3395975913330216,11.18568225394519,baseline,MOM
2020-06,2339,40.957674219752036,-10.83422402736212,-25341.25,-34777.14999999999,-5.583192403901455,-5.583192403901455,-19.50759214540238,baseline,MOM
