pair,trades,win_rate,mean_pnl,total_pnl,max_dd,sharpe,sharpe_active,sharpe_trade,variant,strategy_type
SPX/Dow,1540,43.116883116883116,-1.7800844155844162,-2741.330000000001,-9080.3,-0.10547018752523452,-0.22865255734907017,-0.4398524665606167,baseline,MOM
SPX/FTSE,1607,42.43932794026136,7.085345364032357,11386.149999999998,-9362.509999999998,0.2742020859293204,0.5812678832160177,1.0465829066434378,baseline,MOM
SPX/HK,992,43.54838709677419,22.10900201612903,21932.129999999997,-16794.250000000004,0.3942394857977176,0.8840262679698114,1.3653860048154076,baseline,MOM
SPX/Nas,1667,49.8500299940012,3.9159208158368313,6527.839999999997,-16062.079999999998,0.13060977460890547,0.2873546678587037,0.549268343905694,baseline,MOM
SPX/Nikkei,1672,48.92344497607656,13.632123205741626,22792.91,-22063.299999999996,0.33687806661849656,0.7420576077570706,1.564705648759446,baseline,MOM
AUD/CAD,920,55.869565217391305,15.059456521739131,13854.7,-1729.1899999999987,0.9333560085422473,2.724436998438232,5.446573321640799,loss_streak_3_14d,MOM
AUD/NZD,962,57.58835758835759,32.998492723492724,31744.55,-3044.6100000000006,0.9585499387152108,2.7973252989710993,6.474777969272376,loss_streak_3_14d,MOM
CAC/NZD,699,56.50929899856938,47.915307582260375,33492.8,-4391.470000000002,1.0774029492127803,2.8184582590866296,4.329841314295494,loss_streak_3_14d,MOM
CHF/JPY,997,58.37512537612839,24.846308926780342,24771.77,-3381.300000000001,1.0199648112569595,3.0454893927234012,6.75202717430717,loss_streak_3_14d,MOM
EUR/AUD,890,55.842696629213485,14.267404494382022,12697.99,-5943.58,0.6658987389939269,2.020120760736266,4.0403088978050095,loss_streak_3_14d,MOM
EUR/CHF,974,58.110882956878854,21.14368583162218,20593.95,-2425.9500000000044,1.1832454349120172,3.4689496858245294,7.140651313376201,loss_streak_3_14d,MOM
EUR/GBP,971,62.20391349124614,26.221493305870236,25461.07,-2615.600000000006,1.300062280245604,3.800407203486132,7.921437452636451,loss_streak_3_14d,MOM
EUR/JPY,911,55.65312843029637,26.73423710208562,24354.89,-3116.3700000000026,0.8995408141110574,2.651767916945312,5.69852873601795,loss_streak_3_14d,MOM
GBP/AUD,980,57.04081632653061,19.279999999999998,18894.399999999998,-3079.16,0.8151174069970337,2.442408225918624,5.0929493037198155,loss_streak_3_14d,MOM
GBP/CAD,994,56.841046277665995,19.69172032193159,19573.57,-1776.3900000000049,1.2390211847378207,3.638707177228367,7.559412771666489,loss_streak_3_14d,MOM
GBP/JPY,926,52.59179265658748,25.54892008639309,23658.3,-3228.0100000000093,0.8167150916192941,2.410110893433382,5.575977648210537,loss_streak_3_14d,MOM
Gold/Oil,886,55.64334085778781,47.64623024830699,42214.56,-2818.0899999999992,1.1858814101570279,3.273008109876233,6.6779809459849035,loss_streak_3_14d,MOM
Gold/Silver,1006,64.11530815109344,52.1669184890656,52479.92,-3294.079999999998,1.3974812836332084,3.933061656162636,7.331481147647333,loss_streak_3_14d,MOM
NZD/CAD,992,59.173387096774185,21.620443548387097,21447.48,-1153.6799999999985,1.3514310830899163,3.882963963881843,8.171904375964399,loss_streak_3_14d,MOM
Oil/Silver,809,50.30902348578492,46.73745364647713,37810.6,-8598.83,0.7443668863789868,2.1392978407043843,3.962526158513158,loss_streak_3_14d,MOM
SPX/CAC,656,59.756097560975604,99.56333841463415,65313.549999999996,-4968.299999999981,1.661871406374053,4.465791844031496,6.431756064111858,loss_streak_3_14d,MOM
SPX/DAX,758,60.15831134564644,105.02901055408972,79611.99,-5805.480000000003,0.8128255130103218,2.2161579618637295,3.250922021397359,loss_streak_3_14d,MOM
SPX/Dow,832,56.25,26.601165865384612,22132.17,-2244.630000000003,1.1566396922250535,3.3697949675510075,6.207203873308999,loss_streak_3_14d,MOM
SPX/FTSE,834,52.39808153477218,38.93338129496403,32470.440000000002,-4389.719999999999,0.9654145773497765,2.744280494321519,4.952233386043177,loss_streak_3_14d,MOM
SPX/HK,654,56.269113149847094,106.31714067278286,69531.40999999999,-5388.000000000007,1.3725317794660064,3.8181869737947225,6.007711676368634,loss_streak_3_14d,MOM
SPX/Nas,905,61.43646408839779,43.10499447513813,39010.020000000004,-4975.459999999999,1.1133393843399584,3.165056935777435,5.734228307898235,loss_streak_3_14d,MOM
SPX/Nikkei,931,62.40601503759399,74.4784425349087,69339.43,-4458.34,1.296838327875731,3.743328138639584,8.092557432072457,loss_streak_3_14d,MOM
AUD/CAD,1906,60.96537250786989,7.320068205666318,13952.050000000001,-5339.030000000003,0.6894800655655688,1.4805728179213005,2.986177567631037,baseline,REV
AUD/NZD,1870,52.99465240641711,-3.552689839572192,-6643.53,-19284.180000000008,-0.16320286320644287,-0.3617709770597945,-0.8339297500627362,baseline,REV
CAC/NZD,1036,53.18532818532818,-9.40108108108108,-9739.519999999999,-31037.330000000005,-0.271048303729068,-0.5868755292253,-0.8867509916640296,baseline,REV
CHF/JPY,1830,55.62841530054645,1.3041530054644805,2386.5999999999995,-10072.26,0.08003841058318333,0.1806172439575623,0.3951018671064489,baseline,REV
EUR/AUD,1846,59.37161430119177,11.897340195016252,21962.49,-9787.009999999998,0.7740935968928869,1.7230499716475323,3.6014944230067765,baseline,REV
EUR/CHF,1971,55.14967021816337,2.6088533739218667,5142.049999999999,-10004.59,0.2135926308150238,0.46021537173729293,0.9734327198013057,baseline,REV
EUR/GBP,1791,51.92629815745393,-5.201758793969849,-9316.349999999999,-15671.620000000019,-0.31508765716138326,-0.6918005665231735,-1.4708523941749359,baseline,REV
EUR/JPY,1862,58.86143931256713,4.3075402792696025,8020.64,-12813.929999999993,0.23436001191822578,0.5235462911959932,1.14051551290158,baseline,REV
GBP/AUD,1875,54.61333333333334,2.921024,5476.92,-10876.119999999999,0.18202007418747562,0.4081754766828219,0.8410648441697369,baseline,REV
GBP/CAD,1983,55.52193645990923,-1.712950075642966,-3396.7800000000016,-7784.809999999998,-0.1646950388874465,-0.36061471184163957,-0.7462576161209216,baseline,REV
GBP/JPY,1839,60.35889070146819,1.52431212615552,2803.210000000001,-8958.680000000002,0.07850318877288073,0.17548605684504223,0.39100509030827246,baseline,REV
Gold/Oil,1607,58.18294959551961,-3.5694275046670825,-5736.0700000000015,-24218.92,-0.131433480942876,-0.27826761621206797,-0.546435991892215,baseline,REV
Gold/Silver,1825,49.47945205479452,-1.0959726027397247,-2000.1499999999978,-25400.289999999997,-0.0368574053003303,-0.0793890276201457,-0.1609319109895379,baseline,REV
NZD/CAD,1902,56.992639327024186,0.46093585699263934,876.7,-9282.849999999993,0.04240151960588511,0.09064356912579216,0.1875126784441776,baseline,REV
Oil/Silver,1573,56.89764780673872,-6.716827717736806,-10565.569999999996,-40037.06999999999,-0.15408182596355485,-0.3252751500154874,-0.5716224391330532,baseline,REV
SPX/CAC,1001,51.74825174825175,-29.902317682317687,-29932.220000000005,-35192.09,-0.6830082631187893,-1.5033003400798848,-2.182931850951278,baseline,REV
SPX/DAX,1280,49.453125,-48.488296875,-62065.020000000004,-65423.359999999986,-0.6078433618565431,-1.3115994917304568,-1.9486676203723534,baseline,REV
SPX/Dow,1540,56.81818181818182,1.7800844155844162,2741.330000000001,-14264.150000000007,0.10547018752523452,0.22865255734907017,0.4398524665606167,baseline,REV
SPX/FTSE,1607,57.49844430616054,-7.085345364032357,-11386.149999999998,-19389.82,-0.2742020859293204,-0.5812678832160177,-1.0465829066434378,baseline,REV
SPX/HK,992,56.451612903225815,-22.10900201612903,-21932.129999999997,-39747.76,-0.3942394857977176,-0.8840262679698114,-1.3653860048154076,baseline,REV
SPX/Nas,1667,50.089982003599275,-3.9159208158368313,-6527.839999999997,-14554.990000000003,-0.13060977460890547,-0.2873546678587037,-0.549268343905694,baseline,REV
SPX/Nikkei,1672,50.95693779904307,-13.632123205741626,-22792.91,-34803.83999999998,-0.33687806661849656,-0.7420576077570706,-1.564705648759446,baseline,REV
AUD/CAD,1146,70.0698080279232,21.415401396160554,24542.049999999996,-1262.9799999999996,1.9615395117685006,5.240893455054839,8.834087455558175,loss_streak_3_14d,REV
AUD/NZD,1025,66.14634146341464,26.630487804878047,27296.25,-4697.699999999997,1.1959035623664733,3.320022056685902,6.366362597740233,loss_streak_3_14d,REV
CAC/NZD,632,64.08227848101265,34.20537974683545,21617.800000000003,-4359.7599999999975,0.9366001421211676,2.5510987082171392,3.6669388490692563,loss_streak_3_14d,REV
CHF/JPY,1051,69.17221693625119,24.859238820171264,26127.059999999998,-1512.7999999999975,1.4921705812611903,4.20401926448024,7.56953873830408,loss_streak_3_14d,REV
EUR/AUD,1023,69.01270772238514,29.122619745845554,29792.440000000002,-2903.7,1.6840008686961176,4.758275119899695,8.841373899792949,loss_streak_3_14d,REV
EUR/CHF,1047,66.189111747851,18.81331423113658,19697.54,-2040.5699999999997,1.2878100261039336,3.608273361904026,6.870077051661335,loss_streak_3_14d,REV
EUR/GBP,997,65.59679037111334,17.200020060180538,17148.42,-2677.0099999999998,0.9411326665873702,2.5375538686588985,4.575488107184444,loss_streak_3_14d,REV
EUR/JPY,1039,71.41482194417709,25.425283926852742,26416.87,-3036.489999999998,1.3410317220941936,3.798279988857066,7.079945124603352,loss_streak_3_14d,REV
GBP/AUD,934,64.5610278372591,20.255706638115633,18918.83,-3036.8000000000006,1.096942402110177,3.164504213873601,5.416431469086261,loss_streak_3_14d,REV
GBP/CAD,940,64.36170212765957,10.182148936170211,9571.22,-1724.5900000000004,0.8107549255812093,2.30588470540277,4.0093259612162475,loss_streak_3_14d,REV
GBP/JPY,1051,69.36251189343481,19.04592768791627,20017.269999999997,-2781.63,1.080615808064798,3.067942303060914,5.425896698602897,loss_streak_3_14d,REV
Gold/Oil,913,67.25082146768894,23.6999452354874,21638.05,-4944.560000000001,0.803723285844184,2.095161498152424,3.3645361490736043,loss_streak_3_14d,REV
Gold/Silver,916,59.279475982532745,40.66561135371179,37249.7,-6100.669999999969,0.9539898082797852,2.6689006437847285,5.144910113729902,loss_streak_3_14d,REV
NZD/CAD,1068,68.35205992509363,15.772855805243445,16845.41,-1376.3399999999992,1.4396874332552452,3.835922863682004,6.527021224677175,loss_streak_3_14d,REV
Oil/Silver,859,64.26076833527358,14.949627473806753,12841.730000000001,-10566.54,0.2878843286696579,0.752528852973699,1.1491963919185777,loss_streak_3_14d,REV
SPX/CAC,654,64.6788990825688,32.42571865443425,21206.42,-5645.01,0.706845426627218,1.8800442523845102,2.48708717031708,loss_streak_3_14d,REV
SPX/DAX,738,60.56910569105691,-21.58123306233062,-15926.949999999999,-33389.36000000001,-0.16755619260070467,-0.45303572848522594,-0.6506919584996094,loss_streak_3_14d,REV
SPX/Dow,837,62.48506571087217,10.95814814814815,9171.970000000001,-7169.449999999999,0.4878658851219868,1.3152314519196917,2.3550304145143475,loss_streak_3_14d,REV
SPX/FTSE,898,66.36971046770601,14.911525612472163,13390.550000000003,-4226.08,0.5625991519497892,1.479208222091009,2.284868090142616,loss_streak_3_14d,REV
SPX/HK,668,68.11377245508982,51.64741017964072,34500.47,-7607.349999999991,0.9389626633315026,2.517123297903524,3.633244030485689,loss_streak_3_14d,REV
SPX/Nas,910,60.76923076923077,31.72703296703297,28871.600000000002,-4333.759999999991,0.8029218807739512,2.2689209778666224,4.024243658828172,loss_streak_3_14d,REV
SPX/Nikkei,921,63.952225841476654,48.889858849077086,45027.56,-5230.060000000001,1.0919669693545702,3.076385778173481,5.500971137269963,loss_streak_3_14d,REV
