pair,trades,win_rate,mean_pnl,total_pnl,max_dd,sharpe,sharpe_active,sharpe_trade,variant,strategy_type
AUD/CAD,1906,38.98216159496327,-7.320068205666318,-13952.050000000001,-15341.199999999992,-0.6894800655655688,-1.4805728179213005,-2.986177567631037,baseline,MOM
AUD/NZD,1870,46.95187165775401,3.552689839572192,6643.53,-12186.229999999989,0.16320286320644287,0.3617709770597945,0.8339297500627362,baseline,MOM
CAC/NZD,1036,46.81467181467182,9.40108108108108,9739.519999999999,-11541.500000000004,0.271048303729068,0.5868755292253,0.8867509916640296,baseline,MOM
CHF/JPY,1830,44.37158469945356,-1.3041530054644805,-2386.5999999999995,-8406.489999999998,-0.08003841058318333,-0.1806172439575623,-0.3951018671064489,baseline,MOM
EUR/AUD,1846,40.57421451787649,-11.897340195016252,-21962.49,-31671.680000000026,-0.7740935968928869,-1.7230499716475323,-3.6014944230067765,baseline,MOM
EUR/CHF,1971,44.799594114662604,-2.6088533739218667,-5142.049999999999,-9665.45,-0.2135926308150238,-0.46021537173729293,-0.9734327198013057,baseline,MOM
EUR/GBP,1791,47.96203238414294,5.201758793969849,9316.349999999999,-8109.639999999981,0.31508765716138326,0.6918005665231735,1.4708523941749359,baseline,MOM
EUR/JPY,1862,41.13856068743287,-4.3075402792696025,-8020.64,-11410.169999999987,-0.23436001191822578,-0.5235462911959932,-1.14051551290158,baseline,MOM
GBP/AUD,1875,45.38666666666666,-2.921024,-5476.92,-16254.650000000001,-0.18202007418747562,-0.4081754766828219,-0.8410648441697369,baseline,MOM
GBP/CAD,1983,44.47806354009077,1.712950075642966,3396.7800000000016,-5492.64,0.1646950388874465,0.36061471184163957,0.7462576161209216,baseline,MOM
GBP/JPY,1839,39.53235454051115,-1.52431212615552,-2803.210000000001,-9099.760000000004,-0.07850318877288073,-0.17548605684504223,-0.39100509030827246,baseline,MOM
Gold/Oil,1607,41.7548226509023,3.5694275046670825,5736.0700000000015,-11089.079999999994,0.131433480942876,0.27826761621206797,0.546435991892215,baseline,MOM
Gold/Silver,1825,50.41095890410959,1.0959726027397247,2000.1499999999978,-22644.47999999998,0.0368574053003303,0.0793890276201457,0.1609319109895379,baseline,MOM
NZD/CAD,1902,42.95478443743428,-0.46093585699263934,-876.7,-8511.989999999998,-0.04240151960588511,-0.09064356912579216,-0.1875126784441776,baseline,MOM
Oil/Silver,1573,43.10235219326128,6.716827717736806,10565.569999999996,-16395.589999999982,0.15408182596355485,0.3252751500154874,0.5716224391330532,baseline,MOM
SPX/CAC,1001,48.15184815184816,29.902317682317687,29932.220000000005,-14980.989999999987,0.6830082631187893,1.5033003400798848,2.182931850951278,baseline,MOM
SPX/DAX,1280,50.46874999999999,48.488296875,62065.020000000004,-11257.45,0.6078433618565431,1.3115994917304568,1.9486676203723534,baseline,MOM
