trades,delta_mean,delta_median,delta_p80,delta_p95,delta_gt_5,delta_gt_10,delta_gt_20
73629,22.44398590880236,12.73234283105218,35.038719359916655,86.114435020761,0.7069768705265588,0.5601461380705972,0.3625337842426218
