symbol,bar_ticks,horizon,state_id,family,barrier_pips,regime_desc
EURUSD,100,6,oco_first_touch_clean__high_abs_vel_q80__k2,oco_first_touch_clean,2.0,high_abs_vel_q80;barrier=2.0
