symbol,baseline_event_rows_canonical,baseline_event_rows_offset0,baseline_selected_rows_canonical,baseline_selected_rows_offset0,baseline_event_rows_exact_match,baseline_selected_rows_exact_match,baseline_selected_overlap_event_id,baseline_parity_pass,unmapped_event_rows_total,baseline_gate_pass,baseline_gate_reasons,baseline_selected_rows_delta_pct
AUDUSD,4182655,4182655,7789,7469,True,False,0.6429417465274039,False,0,True,,-4.108357940685583
