symbol,baseline_event_rows_canonical,baseline_event_rows_offset0,baseline_selected_rows_canonical,baseline_selected_rows_offset0,baseline_event_rows_exact_match,baseline_selected_rows_exact_match,baseline_selected_overlap_event_id,baseline_parity_pass,unmapped_event_rows_total,baseline_gate_pass,baseline_gate_reasons,baseline_selected_rows_delta_pct
USDCHF,3958137,3958137,10408,10559,True,False,0.6531577702436332,False,0,True,,1.4508070714834742
