symbol,baseline_event_rows_canonical,baseline_event_rows_offset0,baseline_selected_rows_canonical,baseline_selected_rows_offset0,baseline_event_rows_exact_match,baseline_selected_rows_exact_match,baseline_selected_overlap_event_id,baseline_parity_pass,unmapped_event_rows_total
EURUSD,3792764,3792764,6071,6071,True,True,1.0,True,0
