symbol,baseline_event_rows_canonical,baseline_event_rows_offset0,baseline_selected_rows_canonical,baseline_selected_rows_offset0,baseline_event_rows_exact_match,baseline_selected_rows_exact_match,baseline_selected_overlap_event_id,baseline_parity_pass,unmapped_event_rows_total,baseline_gate_pass,baseline_gate_reasons,baseline_selected_rows_delta_pct
USDCAD,4446822,4446822,7809,7770,True,False,0.7292707292707292,False,0,True,,-0.4994237418363427
