variant,trades,win_rate,mean_pnl,total_pnl,max_dd,sharpe,sharpe_active,sharpe_trade
baseline,221217,44.428321512361165,0.8667784121473486,191746.12000000002,-68685.17000000022,0.3761817928916687,0.37885152783950954,0.4386088423588994
guardrail,54239,54.689430114862006,13.496334556315567,732027.6900000001,-8359.790000000037,4.273357694347168,4.4715539055642095,6.126397283280188
